Character,Playstyle,Version
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,double hydro,3.7
Kamisato Ayato,double hydro,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,hyperburgeon,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,bloom,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,bloom,3.7
Kamisato Ayato,mono hydro,3.7
Kamisato Ayato,freeze,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,bloom,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,double geo,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,double geo,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,solo,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,double geo,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,quickbloom,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hypercarry,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hypercarry,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hypercarry,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,double geo,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,hypercarry,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,double hydro,3.7
Kamisato Ayato,freeze,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,quickbloom,3.7
Kamisato Ayato,bloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,mono hydro,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,burgeon vaporize,3.7
Kamisato Ayato,freeze,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,sunfire,3.7
Kamisato Ayato,sunfire burgeon,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,sunfire vaporize,3.7
Kamisato Ayato,mono hydro,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,double hydro,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,triple hydro,3.7
Kamisato Ayato,dps,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,double geo,3.7
Kamisato Ayato,hypercarry,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,vaporize,3.7
Kamisato Ayato,burgeon,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,mono hydro,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,hyperbloom,3.7
Kamisato Ayato,soup,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,electrocharged,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,freeze,3.7
Kamisato Ayato,national,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,,3.7
Kamisato Ayato,vaporize,3.7
Baizhu,hyperbloom,3.7
Baizhu,national,3.7
Baizhu,burgeon,3.7
Baizhu,spread,3.7
Baizhu,national,3.7
Baizhu,national,3.7
Baizhu,burgeon,3.7
Baizhu,hyperburgeon,3.7
Baizhu,national,3.7
Baizhu,hyperbloom,3.7
Baizhu,bloom,3.7
Baizhu,spread,3.7
Baizhu,quickbloom,3.7
Baizhu,aggravate,3.7
Baizhu,aggravate,3.7
Baizhu,bloom,3.7
Baizhu,aggravate,3.7
Baizhu,hyperbloom,3.7
Baizhu,burgeon,3.7
Baizhu,burgeon,3.7
Baizhu,,3.7
Baizhu,aggravate,3.7
Baizhu,hyperbloom,3.7
Baizhu,burgeon,3.7
Baizhu,aggravate,3.7
Baizhu,aggravate,3.7
Baizhu,hyperburgeon,3.7
Baizhu,bloom,3.7
Baizhu,hyperbloom,3.7
Baizhu,,3.7
Baizhu,,3.7
Baizhu,quicken,3.7
Baizhu,,3.7
Baizhu,bloom,3.7
Baizhu,hyperbloom,3.7
Baizhu,national,3.7
Baizhu,quickbloom,3.7
Baizhu,,3.7
Baizhu,aggravate,3.7
Baizhu,hyperbloom,3.7
Baizhu,national,3.7
Baizhu,aggravate,3.7
Baizhu,,3.7
Baizhu,burgeon,3.7
Baizhu,hyperbloom,3.7
Baizhu,aggravate,3.7
Baizhu,,3.7
Baizhu,,3.7
Baizhu,aggravate,3.7
Baizhu,spread,3.7
Baizhu,burgeon,3.7
Baizhu,burgeon,3.7
Baizhu,,3.7
Baizhu,,3.7
Baizhu,hypercarry,3.7
Baizhu,aggravate,3.7
Baizhu,bloom,3.7
Baizhu,burgeon,3.7
Baizhu,aggravate,3.7
Baizhu,national,3.7
Baizhu,,3.7
Baizhu,hyperbloom,3.7
Baizhu,hyperbloom,3.7
Baizhu,,3.7
Baizhu,bloom,3.7
Baizhu,aggravate,3.7
Baizhu,burgeon,3.7
Baizhu,,3.7
Baizhu,,3.7
Barbara,hyperbloom,3.7
Barbara,electrocharged,3.7
Barbara,electrocharged,3.7
Barbara,electrocharged,3.7
Barbara,bloom,3.7
Barbara,vaporize,3.7
Barbara,hyperbloom,3.7
Barbara,vaporize,3.7
Barbara,hyperbloom,3.7
Barbara,,3.7
Barbara,vaporize,3.7
Barbara,bloom,3.7
Barbara,,3.7
Beidou,,3.7
Beidou,hypercarry,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,aggravate,3.7
Beidou,quicken,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,quickbloom,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,hyperelectrocharged,3.7
Beidou,hyperburgeon,3.7
Beidou,,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,quicken,3.7
Beidou,hyperburgeon,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,quicken,3.7
Beidou,spread,3.7
Beidou,aggravate,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,hypercarry,3.7
Beidou,aggravate,3.7
Beidou,aggravate,3.7
Beidou,,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,spread,3.7
Beidou,electrocharged,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,aggravate,3.7
Beidou,,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,,3.7
Beidou,,3.7
Beidou,electrocharged,3.7
Beidou,hyperburgeon,3.7
Beidou,aggravate,3.7
Beidou,hyperbloom,3.7
Beidou,hyperbloom,3.7
Beidou,quickswap,3.7
Beidou,quickswap,3.7
Beidou,hyperbloom,3.7
Bennett,burgeon,3.7
Bennett,national,3.7
Bennett,,3.7
Bennett,burgeon,3.7
Bennett,,3.7
Bennett,oven,3.7
Bennett,,3.7
Bennett,burgeon,3.7
Bennett,national,3.7
Bennett,burgeon,3.7
Bennett,,3.7
Bennett,sunfire,3.7
Bennett,burgeon,3.7
Bennett,burgeon,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,sunfire,3.7
Bennett,burgeon,3.7
Bennett,,3.7
Bennett,burgeon,3.7
Bennett,burgeon,3.7
Bennett,burgeon,3.7
Bennett,burgeon vaporize,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,burn melt,3.7
Bennett,,3.7
Bennett,hyperbloom,3.7
Bennett,,3.7
Bennett,burgeon,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,,3.7
Bennett,melt,3.7
Bennett,,3.7
Bennett,burgeon,3.7
Candace,oasis,3.7
Candace,burgeon,3.7
Candace,bloom,3.7
Candace,burgeon,3.7
Candace,,3.7
Candace,hyperbloom,3.7
Candace,hyperbloom,3.7
Candace,dps,3.7
Candace,,3.7
Candace,dps,3.7
Candace,burgeon,3.7
Candace,hyperbloom,3.7
Chongyun,melt,3.7
Chongyun,melt,3.7
Chongyun,melt,3.7
Chongyun,mono cryo,3.7
Chongyun,national,3.7
Chongyun,national,3.7
Chongyun,melt,3.7
Chongyun,melt,3.7
Chongyun,national,3.7
Chongyun,freeze,3.7
Chongyun,freeze,3.7
Chongyun,freeze,3.7
Chongyun,national,3.7
Chongyun,oven,3.7
Chongyun,,3.7
Chongyun,melt,3.7
Chongyun,national,3.7
Chongyun,melt,3.7
Chongyun,mono cryo,3.7
Chongyun,national,3.7
Chongyun,freeze,3.7
Chongyun,sunfire melt,3.7
Chongyun,melt,3.7
Chongyun,dps,3.7
Collei,national,3.7
Collei,spread,3.7
Collei,national,3.7
Collei,national,3.7
Collei,spread,3.7
Collei,national,3.7
Collei,national,3.7
Collei,national,3.7
Collei,bloom,3.7
Collei,quickbloom,3.7
Collei,national,3.7
Collei,national,3.7
Collei,spread,3.7
Collei,national,3.7
Collei,,3.7
Collei,national,3.7
Collei,,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,hyperbloom,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,quicken,3.7
Cyno,,3.7
Cyno,quickbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperbloom,3.7
Cyno,hyperburgeon,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,hyperbloom,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,quicken,3.7
Cyno,,3.7
Cyno,,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,quickbloom,3.7
Cyno,quickbloom,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,aggravate,3.7
Cyno,overload,3.7
Cyno,hyperbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,quickbloom,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,aggravate,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,aggravate,3.7
Cyno,,3.7
Cyno,hyperbloom,3.7
Cyno,quickbloom,3.7
Cyno,,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,quickbloom,3.7
Cyno,,3.7
Cyno,quickbloom,3.7
Cyno,hyperbloom,3.7
Cyno,,3.7
Cyno,aggravate,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,freeze,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,vaporize,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,burgeon national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,vaporize,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,bloom,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,hyperbloom,3.7
Tartaglia,burgeon vaporize,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national burgeon,3.7
Tartaglia,electrocharged,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,bloom,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,vaporize,3.7
Tartaglia,hypercarry,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,vaporize,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,vaporize,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,bloom,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,burgeon national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,fireworks,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,vaporize,3.7
Tartaglia,burgeon,3.7
Tartaglia,,3.7
Tartaglia,vaporize,3.7
Tartaglia,national,3.7
Tartaglia,morgana,3.7
Tartaglia,overvape,3.7
Tartaglia,national,3.7
Tartaglia,morgana,3.7
Tartaglia,vaporize,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,hyperbloom,3.7
Tartaglia,national,3.7
Tartaglia,electrocharged,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,bloom,3.7
Tartaglia,national,3.7
Tartaglia,burgeon,3.7
Tartaglia,mono hydro,3.7
Tartaglia,zhongchi,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,hyperburgeon,3.7
Tartaglia,national,3.7
Tartaglia,,3.7
Tartaglia,,3.7
Tartaglia,hypercarry,3.7
Tartaglia,vaporize,3.7
Tartaglia,,3.7
Tartaglia,,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Tartaglia,national,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,burgeon,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,burgeon,3.7
Dehya,,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,hyperburgeon,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,melt,3.7
Dehya,burn melt,3.7
Dehya,melt,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,,3.7
Dehya,dps,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,sunfire,3.7
Dehya,mono pyro,3.7
Dehya,burgeon,3.7
Dehya,overburn,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,melt,3.7
Dehya,burning,3.7
Dehya,mono pyro,3.7
Dehya,vaporize,3.7
Dehya,mono pyro,3.7
Dehya,,3.7
Dehya,mono pyro,3.7
Dehya,mono pyro,3.7
Dehya,vaporize,3.7
Dehya,mono pyro,3.7
Diluc,vaporize,3.7
Diluc,,3.7
Diluc,,3.7
Diluc,,3.7
Diluc,melt,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,melt,3.7
Diluc,melt,3.7
Diluc,dragonstrike,3.7
Diluc,melt,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,dragonstrike,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,melt,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,burgeon vaporize,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,hyperburgeon,3.7
Diluc,double hydro,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,dragonstrike,3.7
Diluc,melt,3.7
Diluc,melt,3.7
Diluc,,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,dragonstrike,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,melt,3.7
Diluc,melt,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,multi variant,3.7
Diluc,vaporize,3.7
Diluc,melt,3.7
Diluc,dragonstrike,3.7
Diluc,melt,3.7
Diluc,,3.7
Diluc,melt,3.7
Diluc,national,3.7
Diluc,dragonstrike,3.7
Diluc,hyperburgeon,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,dps,3.7
Diluc,melt,3.7
Diluc,,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,dragonstrike,3.7
Diluc,burgeon,3.7
Diluc,,3.7
Diluc,vaporize,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,hyperburgeon,3.7
Diluc,burgeon,3.7
Diluc,melt,3.7
Diluc,vaporize,3.7
Diluc,dragonstrike,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,melt,3.7
Diluc,burgeon,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,burgeon,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,burgeon,3.7
Diluc,burning,3.7
Diluc,melt,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,dragonstrike,3.7
Diluc,,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,hybrid,3.7
Diluc,vaporize,3.7
Diluc,hyperburgeon,3.7
Diluc,melt,3.7
Diluc,burgeon vaporize,3.7
Diluc,burgeon,3.7
Diluc,burgeon vaporize,3.7
Diluc,chaos,3.7
Diluc,,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,melt,3.7
Diluc,burgeon,3.7
Diluc,mono pyro,3.7
Diluc,mono pyro,3.7
Diluc,burgeon vaporize,3.7
Diluc,hyperburgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,dragonstrike,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,burgeon,3.7
Diluc,vaporize,3.7
Diluc,national,3.7
Diluc,melt,3.7
Diluc,hyperburgeon,3.7
Diluc,hyperburgeon,3.7
Diluc,burgeon,3.7
Diona,spread,3.7
Diona,freeze,3.7
Diona,freeze,3.7
Diona,,3.7
Diona,freezebloom,3.7
Diona,melt,3.7
Diona,melt,3.7
Diona,eula-raiden team,3.7
Dori,,3.7
Dori,aggravate,3.7
Dori,aggravate,3.7
Eula,eula-raiden team,3.7
Eula,physical,3.7
Eula,eula-raiden team,3.7
Eula,eula-raiden team,3.7
Eula,eula-raiden team,3.7
Eula,,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,sunfire,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,hyperbloom,3.7
Eula,eula-raiden team,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,solo,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,sunfire,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hyperfridge,3.7
Eula,hyperbloom,3.7
Eula,hypercarry,3.7
Eula,national,3.7
Eula,hyperbloom,3.7
Eula,hyperbloom,3.7
Eula,hypercarry,3.7
Eula,sunfire,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,freeze,3.7
Eula,burgeon,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,hypercarry,3.7
Eula,double geo,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,eula-raiden team,3.7
Eula,,3.7
Eula,hyperfridge,3.7
Eula,eula-raiden team,3.7
Eula,overburn,3.7
Eula,physical,3.7
Eula,physical,3.7
Eula,hypercarry,3.7
Eula,hyperbloom,3.7
Eula,hyperbloom,3.7
Eula,sunfire,3.7
Eula,hypercarry,3.7
Eula,hyperbloom,3.7
Eula,hyperbloom,3.7
Eula,superconduct,3.7
Eula,dps,3.7
Eula,,3.7
Eula,national,3.7
Eula,hypercarry,3.7
Eula,eula-raiden team,3.7
Eula,national,3.7
Eula,physical,3.7
Eula,eula-raiden team,3.7
Eula,hypercarry,3.7
Eula,,3.7
Eula,melt,3.7
